Delta Time, X Point, Y Point, Position, Velocity, Acceleration, Jerk, Heading, 
0.020000,22.700027,23.999986,2.059762,0.006571,-0.448931,9.852218,2.652897,
0.020000,22.700000,24.000000,2.059793,0.001534,-0.251887,9.852218,2.652900,
0.020000,22.700000,24.000000,2.059793,0.000000,-0.076682,8.760231,2.652900,
0.020000,22.700012,23.999994,0.000039,-0.003855,0.192760,9.637987,2.652898,
0.020000,22.700148,23.999921,0.000193,-0.007710,0.192760,0.000000,2.652864,
0.020000,22.700454,23.999758,0.000540,-0.017348,0.481899,14.456981,2.652788,
0.020000,22.700999,23.999469,0.001157,-0.030842,0.674659,9.637988,2.652653,
0.020000,22.701850,23.999016,0.002120,-0.048190,0.867419,9.637987,2.652443,
0.020000,22.703075,23.998364,0.003508,-0.069394,1.060179,9.637988,2.652140,
0.020000,22.704742,23.997475,0.005397,-0.094452,1.252938,9.637987,2.651729,
0.020000,22.706919,23.996314,0.007865,-0.123366,1.445698,9.637986,2.651194,
0.020000,22.709673,23.994842,0.010987,-0.156135,1.638458,9.637986,2.650520,
0.020000,22.713072,23.993023,0.014843,-0.192760,1.831217,9.637985,2.649692,
0.020000,22.717182,23.990817,0.019507,-0.233239,2.023977,9.637983,2.648698,
0.020000,22.722071,23.988188,0.025059,-0.277574,2.216737,9.637982,2.647524,
0.020000,22.727805,23.985094,0.031574,-0.325764,2.409496,9.637980,2.646161,
0.020000,22.734450,23.981497,0.039130,-0.377809,2.602256,9.637978,2.644597,
0.020000,22.742071,23.977354,0.047804,-0.433709,2.795015,9.637975,2.642827,
0.020000,22.750734,23.972625,0.057674,-0.493465,2.987775,9.637973,2.640845,
0.020000,22.760501,23.967265,0.068815,-0.557076,3.180534,9.637970,2.638647,
0.020000,22.771438,23.961231,0.081306,-0.624541,3.373294,9.637967,2.636234,
0.020000,22.783573,23.954496,0.095185,-0.693935,3.469673,4.818976,2.633616,
