20, 4.000000, 12.602000, 0.000040, 0.003968, 0.198376, 9.918779, 0.000000, 
20, 4.000148, 12.602000, 0.000188, 0.007419, 0.172563, -1.290610, 0.000000, 
20, 4.000505, 12.602000, 0.000545, 0.017854, 0.521751, 17.459390, 0.000000, 
20, 4.001140, 12.602000, 0.001180, 0.031740, 0.694315, 8.628169, 0.000000, 
20, 4.002132, 12.602000, 0.002172, 0.049594, 0.892690, 9.918779, 0.000000, 
20, 4.003560, 12.602000, 0.003600, 0.071415, 1.091066, 9.918779, 0.000000, 
20, 4.005505, 12.602000, 0.005544, 0.097204, 1.289441, 9.918779, 0.000000, 
20, 4.008044, 12.602000, 0.008083, 0.126960, 1.487817, 9.918779, 0.000000, 
20, 4.011257, 12.602000, 0.011297, 0.160684, 1.686192, 9.918779, 0.000000, 
20, 4.015225, 12.602000, 0.015265, 0.198376, 1.884568, 9.918779, 0.000000, 
20, 4.020026, 12.602000, 0.020065, 0.240034, 2.082944, 9.918779, 0.000000, 
20, 4.025739, 12.602000, 0.025779, 0.285661, 2.281319, 9.918779, 0.000000, 
20, 4.032444, 12.602000, 0.032484, 0.335255, 2.479695, 9.918779, 0.000000, 
20, 4.040220, 12.602000, 0.040260, 0.388816, 2.678070, 9.918779, 0.000000, 
20, 4.049147, 12.602000, 0.049187, 0.446345, 2.876446, 9.918779, 0.000000, 
20, 4.059304, 12.602000, 0.059344, 0.507841, 3.074822, 9.918779, 0.000000, 
20, 4.070770, 12.602000, 0.070810, 0.573305, 3.273197, 9.918779, 0.000000, 
20, 4.083625, 12.602000, 0.083664, 0.642737, 3.471573, 9.918779, 0.000000, 
20, 4.097948, 12.602000, 0.097987, 0.716136, 3.669948, 9.918779, 0.000000, 
20, 4.113818, 12.602000, 0.113857, 0.793502, 3.868324, 9.918779, 0.000000, 
20, 4.131314, 12.602000, 0.131354, 0.874836, 4.066699, 9.918779, 0.000000, 
20, 4.150517, 12.602000, 0.150557, 0.960138, 4.265075, 9.918779, 0.000000, 
